admin_name,capacity_mw_sum,capacity_mw_mean,capacity_mw_count,capacity_mw_p90,generation_gwh
AL WADI AL JADID,2221.374267578125,0.25398746132850647,8746,0.25683388113975525,6810.733504394531
AL BAHR AL AHMAR,1504.875,0.24682220816612244,6097,0.25095200538635254,4613.94675
ASWAN,917.3084106445312,0.25480788946151733,3600,0.2567442059516907,2812.467587036133
JANUB SINA',572.0620727539062,0.24332712590694427,2351,0.24453088641166687,1753.9423150634766
SUHAJ,429.98760986328125,0.24797439575195312,1734,0.2485070675611496,1318.34201184082
AL MINYA,198.28868103027344,0.24480083584785461,810,0.24595732986927032,607.9530960388182
ASYUT,92.76596069335938,0.24671797454357147,376,0.2474394142627716,284.42043548583985
AS SUWAYS,75.39100646972656,0.24241481721401215,311,0.24263569712638855,231.14882583618163
AL FAYYUM,51.19799041748047,0.24149996042251587,212,0.2416338324546814,156.97303861999512
AL JIZAH,42.99977111816406,0.24157175421714783,178,0.24185167253017426,131.837298248291
QINA,41.399147033691406,0.24939244985580444,166,0.2502993643283844,126.92978480529786
BANI SUWAYF,33.983829498291016,0.24448798596858978,139,0.244643434882164,104.19442124176024
SHAMAL SINA',13.53451919555664,0.2416878491640091,56,0.241751030087471,41.496835853576655
AL QAHIRAH,3.374986171722412,0.2410704344511032,14,0.24113251268863678,10.347707602500915
