admin_name,capacity_mw_sum,capacity_mw_mean,capacity_mw_count,capacity_mw_p90,generation_gwh
NORTHERN CAPE,36696.6875,2.425104856491089,15132,2.465062379837036,73936.48597499999
NORTH WEST,5193.3154296875,2.477726936340332,2096,2.493685007095337,10463.491927734376
FREE STATE,1953.9078369140625,2.442384719848633,800,2.4558141231536865,3936.733509814453
WESTERN CAPE,156.46414184570312,2.3352856636047363,67,2.3635642528533936,315.2439529907227
EASTERN CAPE,31.03179168701172,2.3870608806610107,13,2.388828992843628,62.52285389099121
