threshold,area_apt_km2,potential_gw,generation_twh,n_pixels,elasticity
0.3,52382.8,130.957,217.965,54865,
0.35,51610.2,129.025,214.75,54032,-0.244
0.4,48787.0,121.967,203.003,50995,-0.544
0.45,44980.0,112.45,187.162,46911,-0.85
0.5,40288.8,100.722,167.642,41913,-1.23
0.55,35067.9,87.67,145.918,36373,-1.663
0.6,29687.7,74.219,123.53,30705,-2.104
0.65,24655.9,61.64,102.593,25453,-2.803
0.7,19055.2,47.638,79.289,19641,-4.542
0.75,12291.2,30.728,51.144,12654,-8.221
0.8,5582.2,13.956,23.228,5744,
