admin_name,capacity_mw_sum,capacity_mw_mean,capacity_mw_count,capacity_mw_p90,generation_gwh
RAJASTHAN,227946.15625,2.4869747161865234,91656,2.517967939376831,399361.66575000004
GUJARAT,214638.84375,2.556593894958496,83955,2.5785982608795166,376047.25425
MADHYA PRADESH,4002.843017578125,2.5159289836883545,1591,2.5219433307647705,7012.980966796875
MAHARASHTRA,2405.563232421875,2.6062440872192383,923,2.610694169998169,4214.546783203125
TAMIL NADU,946.6281127929688,2.73591947555542,346,2.7400598526000977,1658.4924536132812
KARNATAKA,737.3477783203125,2.681264638900757,275,2.6850457191467285,1291.8333076171875
UTTARAKHAND,14.503639221191406,2.4172732830047607,6,2.419260025024414,25.410375915527343
DAMAN AND DIU,12.993293762207031,2.598658800125122,5,2.599985361099243,22.76425067138672
