admin_name,capacity_mw_sum,capacity_mw_mean,capacity_mw_count,capacity_mw_p90,generation_gwh
UTTAR PRADESH,8446.9921875,0.16501253843307495,51190,0.16705724596977234,51796.95609375
MAHARASHTRA,5807.99560546875,0.1744142770767212,33300,0.17581912875175476,35614.629052734366
RAJASTHAN,4091.462646484375,0.1650315672159195,24792,0.16719305515289307,25088.848948242186
TELANGANA,2774.46630859375,0.1761006861925125,15755,0.17696715891361237,17013.027404296874
KARNATAKA,2278.20703125,0.17701686918735504,12870,0.17796020209789276,13969.965515624997
ANDHRA PRADESH,1263.3353271484375,0.1764681339263916,7159,0.17720164358615875,7746.772226074218
MADHYA PRADESH,1164.03955078125,0.16686347126960754,6976,0.16785120964050293,7137.890525390624
BIHAR,1042.523193359375,0.16720500588417053,6235,0.16785120964050293,6392.752221679688
TAMIL NADU,1020.2571411132812,0.18125015497207642,5629,0.1817355901002884,6256.216789306641
ODISHA,910.9675903320312,0.17411459982395172,5232,0.1753159612417221,5586.053263916016
HARYANA,813.6673583984375,0.1626358926296234,5003,0.16342425346374512,4989.408241699219
CHHATTISGARH,312.6293029785156,0.17406976222991943,1796,0.17487087845802307,1917.0428858642576
ASSAM,193.971923828125,0.1676507592201233,1157,0.16839256882667542,1189.4358369140623
JHARKHAND,83.36662292480469,0.16773968935012817,497,0.1679309755563736,511.2041317749023
UTTARAKHAND,77.95677185058594,0.1620722860097885,481,0.16221772134304047,478.03092498779296
GUJARAT,64.94256591796875,0.17318017780780792,375,0.17338725924491882,398.22781420898434
MANIPUR,57.79948425292969,0.16802175343036652,344,0.1684972047805786,354.42643743896485
MEGHALAYA,18.850847244262695,0.1668216586112976,113,0.167403906583786,115.59339530181884
WEST BENGAL,12.409893035888672,0.16770125925540924,74,0.16790041327476501,76.09746409606933
PUDUCHERRY,11.41370964050293,0.1811700016260147,63,0.1813935488462448,69.98886751556397
MIZORAM,5.584146022796631,0.16921654343605042,33,0.17039614915847778,34.241983411788944
NAGALAND,5.004430770874023,0.16681435704231262,30,0.16699187457561493,30.687169486999508
NCT OF DELHI,4.383200168609619,0.16234074532985687,27,0.1624736338853836,26.877783433914182
KERALA,3.7895455360412598,0.1804545521736145,21,0.1805441975593567,23.237493227005004
GOA,3.025059700012207,0.17794468998908997,17,0.17798225581645966,18.549666080474854
DADRA AND NAGAR HAVELI,0.8670786619186401,0.17341573536396027,5,0.17343324422836304,5.316926354885101
DAMAN AND DIU,0.3467196822166443,0.17335984110832214,2,0.17336422204971313,2.1260850913524627
