admin_name,capacity_mw_sum,capacity_mw_mean,capacity_mw_count,capacity_mw_p90,generation_gwh
BEJA,1883.792236328125,2.440145492553711,772,2.450122117996216,3135.383798144531
EVORA,730.6044921875,2.419220209121704,302,2.4246342182159424,1216.0181167968751
SETUBAL,598.37060546875,2.432400941848755,246,2.4413511753082275,995.9280357421875
FARO,258.8599548339844,2.4653329849243164,105,2.467498302459717,430.8465088256836
CASTELO BRANCO,223.04238891601562,2.372791290283203,94,2.375364065170288,371.23175211181643
PORTALEGRE,211.30259704589844,2.4011659622192383,88,2.4090559482574463,351.6920425231933
