admin_name,capacity_mw_sum,capacity_mw_mean,capacity_mw_count,capacity_mw_p90,generation_gwh
VISEU,52.78831481933594,0.1407688409090042,375,0.14130841195583344,337.5707156066895
SANTAREM,49.32051086425781,0.14337357878684998,344,0.14382073283195496,315.3948028747559
COIMBRA,43.96736526489258,0.1418302059173584,310,0.1421327441930771,281.162507395935
BRAGA,41.28205871582031,0.13899682462215424,297,0.13930144906044006,263.9905090759277
CASTELO BRANCO,39.419090270996094,0.14230719208717346,277,0.14274637401103973,252.0771984649658
LEIRIA,35.80229949951172,0.14263863861560822,251,0.14345724880695343,228.94854483947753
VIANA DO CASTELO,30.162494659423828,0.13836006820201874,218,0.13868731260299683,192.88312084808348
AVEIRO,29.810855865478516,0.1406172513961792,212,0.141121968626976,190.634461088562
PORTO,23.034208297729492,0.13960126042366028,165,0.139911949634552,147.29915522232056
BEJA,16.699947357177734,0.14649076759815216,114,0.14727307856082916,106.79282335968017
VILA REAL,13.348058700561523,0.13904227316379547,96,0.13956505060195923,85.35816577835082
EVORA,12.321845054626465,0.144962877035141,85,0.145160973072052,78.79573475532533
LISBOA,10.0843505859375,0.14406214654445648,70,0.1444052904844284,64.48740512695312
PORTALEGRE,8.754007339477539,0.14350831508636475,61,0.14367954432964325,55.980126134490966
SETUBAL,6.260194778442383,0.14558592438697815,43,0.14643804728984833,40.03269356918335
GUARDA,5.7956719398498535,0.14135785400867462,41,0.14161835610866547,37.06216292095184
BRAGANCA,4.855935096740723,0.13874100148677826,35,0.1390392780303955,31.052733756637572
FARO,4.4285688400268555,0.14761896431446075,30,0.14774814248085022,28.319812018203734
