admin_name,capacity_mw_sum,capacity_mw_mean,capacity_mw_count,capacity_mw_p90,generation_gwh
VISEU,17.31337547302246,0.1407591551542282,123,0.1412421613931656,110.71557347488404
COIMBRA,15.7432861328125,0.1418314129114151,111,0.14211222529411316,100.67516616210936
SANTAREM,13.461873054504395,0.14321140944957733,94,0.1436997354030609,86.08598580894471
BRAGA,13.34144115447998,0.13897334039211273,96,0.13935422897338867,85.31584789466858
AVEIRO,12.510324478149414,0.1405654400587082,89,0.14100992679595947,80.00102297286988
LEIRIA,12.258475303649902,0.14254041016101837,86,0.14283807575702667,78.39049787178041
CASTELO BRANCO,10.39197826385498,0.14235585927963257,73,0.14274637401103973,66.45462260169982
VIANA DO CASTELO,7.887706279754639,0.13838081061840057,57,0.13858957588672638,50.440304117774964
PORTO,6.83988618850708,0.13958951830863953,49,0.13995811343193054,43.73970419826507
EVORA,2.0302650928497314,0.14501893520355225,14,0.1451212614774704,12.983139215755461
LISBOA,2.0169074535369873,0.14406481385231018,14,0.14435121417045593,12.897719783878326
PORTALEGRE,2.008683204650879,0.14347736537456512,14,0.1435927152633667,12.84512735710144
BEJA,1.170985460281372,0.1463731825351715,8,0.14673875272274017,7.488217821407319
SETUBAL,1.0175288915634155,0.1453612744808197,7,0.14584475755691528,6.506893755769729
VILA REAL,0.9732471108436584,0.13903529942035675,7,0.1393180936574936,6.223720624423026
GUARDA,0.7071815729141235,0.14143630862236023,5,0.14161422848701477,4.5222847224712375
FARO,0.44293802976608276,0.1476460099220276,3,0.14768071472644806,2.832500112748146
BRAGANCA,0.41604042053222656,0.13868014514446259,3,0.13882310688495636,2.6604952812194824
