admin_name,capacity_mw_sum,capacity_mw_mean,capacity_mw_count,capacity_mw_p90,generation_gwh
FARO,173.64398193359375,0.1625880002975464,1068,0.16277043521404266,456.3363845214844
LISBOA,165.35458374023438,0.15868961811065674,1042,0.15908561646938324,434.55184606933597
VISEU,66.19976806640625,0.15431182086467743,429,0.1549372375011444,173.9729904785156
GUARDA,51.65241241455078,0.1551123559474945,333,0.1555984914302826,135.74253982543945
VILA REAL,41.11789321899414,0.15285462141036987,269,0.15320837497711182,108.05782337951659
LEIRIA,36.752174377441406,0.15773464739322662,233,0.15802529454231262,96.58471426391601
SANTAREM,22.229257583618164,0.1576543152332306,141,0.15782523155212402,58.418488929748534
PORTO,21.370906829833984,0.1537475287914276,139,0.1539493054151535,56.16274314880371
VIANA DO CASTELO,18.990291595458984,0.1519223302602768,125,0.15229876339435577,49.906486312866214
COIMBRA,16.838926315307617,0.1559159904718399,108,0.15623310208320618,44.252698356628414
EVORA,15.320197105407715,0.1595853865146637,96,0.1597425639629364,40.261477993011475
PORTALEGRE,9.853099822998047,0.15892095863819122,62,0.15899768471717834,25.893946334838862
BRAGA,8.553214073181152,0.15273596346378326,56,0.15297582745552063,22.47784658432007
AVEIRO,7.57227897644043,0.15453630685806274,49,0.15490062534809113,19.899949150085448
SETUBAL,6.256380081176758,0.1604200005531311,39,0.16082759201526642,16.44176685333252
BEJA,1.9387973546981812,0.16156645119190216,12,0.16219830513000488,5.09515944814682
CASTELO BRANCO,1.7195677757263184,0.1563243418931961,11,0.15686391294002533,4.519024114608765
BRAGANCA,0.30571845173835754,0.15285922586917877,2,0.1530083566904068,0.8034280911684035
